Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,PrimaryLocation,ChapterNo,BrowserLink,iCatLink,isLeaf,noOfNonResidualChildren,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2023 Jan 05 - 22:30 UTC
,BlockL1-4B2,- Certain disorders involving the immune system,block,1,False,True,04,browser,iCat,False,5,,,,,,,
4B20,,- - Sarcoidosis,category,1,False,True,04,browser,iCat,False,6,True,BlockL1-4B2,,,,,
4B20.0,,- - - Sarcoidosis of lung,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.1,,- - - Sarcoidosis of lymph nodes,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.2,,- - - Sarcoidosis of the digestive system,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.3,,- - - Neurosarcoidosis,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.4,,- - - Ocular sarcoidosis,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.5,,- - - Cutaneous sarcoidosis,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.Y,,- - - Other specified sarcoidosis,category,2,True,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B20.Z,,"- - - Sarcoidosis, unspecified",category,2,True,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B21,,- - Polyclonal hypergammaglobulinaemia,category,1,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B22,,- - Cryoglobulinaemia,category,1,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B23,,- - Immune reconstitution inflammatory syndrome,category,1,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B24,,- - Graft-versus-host disease,category,1,False,True,04,browser,iCat,False,2,True,BlockL1-4B2,,,,,
4B24.0,,- - - Acute graft-versus-host disease,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B24.1,,- - - Chronic graft-versus-host disease,category,2,False,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B24.Y,,- - - Other specified graft-versus-host disease,category,2,True,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B24.Z,,"- - - Graft-versus-host disease, unspecified",category,2,True,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B2Y,,- - Other specified disorders involving the immune system,category,1,True,True,04,browser,iCat,True,0,True,BlockL1-4B2,,,,,
4B40,,- Diseases of thymus,category,1,False,True,04,browser,iCat,False,4,True,,,,,,
4B40.0,,- - Persistent hyperplasia of thymus,category,2,False,True,04,browser,iCat,True,0,True,,,,,,
4B40.1,,- - Abscess of thymus,category,2,False,True,04,browser,iCat,True,0,True,,,,,,
4B40.2,,- - Good syndrome,category,2,False,True,04,browser,iCat,True,0,True,,,,,,
4B40.Y,,- - Other specified diseases of thymus,category,2,True,True,04,browser,iCat,True,0,True,,,,,,
4B40.Z,,"- - Diseases of thymus, unspecified",category,2,True,True,04,browser,iCat,True,0,True,,,,,,
4B4Y,,- Other specified diseases of the immune system,category,1,True,True,04,browser,iCat,True,0,True,,,,,,
4B4Z,,"- Diseases of the immune system, unspecified",category,1,True,True,04,browser,iCat,True,0,True,,,,,,
,,"Endocrine, nutritional or metabolic diseases",chapter,1,False,True,05,browser,iCat,False,4,,,,,,,
,BlockL1-5A0,- Endocrine diseases,block,1,False,True,05,browser,iCat,False,12,,,,,,,
,BlockL2-5A0,- - Disorders of the thyroid gland or thyroid hormones system,block,2,False,True,05,browser,iCat,False,7,,BlockL1-5A0,,,,,
5A00,,- - - Hypothyroidism,category,1,False,True,05,browser,iCat,False,3,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.0,,- - - - Congenital hypothyroidism,category,2,False,True,05,browser,iCat,False,5,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.00,,- - - - - Permanent congenital hypothyroidism with diffuse goitre,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.01,,- - - - - Permanent congenital hypothyroidism without goitre,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.02,,- - - - - Pendred syndrome,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.03,,- - - - - Transient congenital hypothyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.04,,- - - - - Congenital hypothyroidism due to iodine deficiency,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.0Y,,- - - - - Other specified congenital hypothyroidism,category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.0Z,,"- - - - - Congenital hypothyroidism, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.1,,- - - - Iodine-deficiency-related thyroid disorders or allied conditions,category,2,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.10,,- - - - - Iodine-deficiency-related diffuse goitre,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.11,,- - - - - Iodine-deficiency-related multinodular goitre,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.1Z,,"- - - - - Iodine-deficiency-related thyroid disorders or allied conditions, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.2,,- - - - Acquired hypothyroidism,category,2,False,True,05,browser,iCat,False,3,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.20,,- - - - - Hypothyroidism due to medicaments or other exogenous substances,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.21,,- - - - - Myxoedema coma,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.22,,- - - - - Subclinical iodine-deficiency hypothyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.2Y,,- - - - - Other specified acquired hypothyroidism,category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.2Z,,"- - - - - Acquired hypothyroidism, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A00.Z,,"- - - - Hypothyroidism, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A01,,- - - Nontoxic goitre,category,1,False,True,05,browser,iCat,False,3,True,BlockL1-5A0,BlockL2-5A0,,,,
5A01.0,,- - - - Nontoxic diffuse goitre,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A01.1,,- - - - Nontoxic single thyroid nodule,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A01.2,,- - - - Nontoxic multinodular goitre,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A01.Z,,"- - - - Nontoxic goitre, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02,,- - - Thyrotoxicosis,category,1,False,True,05,browser,iCat,False,7,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.0,,- - - - Thyrotoxicosis with diffuse goitre,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.1,,- - - - Thyrotoxicosis with toxic single thyroid nodule,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.2,,- - - - Thyrotoxicosis with toxic multinodular goitre,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.3,,- - - - Thyrotoxicosis from ectopic thyroid tissue,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.4,,- - - - Thyrotoxicosis factitia,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.5,,- - - - Thyroid crisis,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.6,,- - - - Secondary hyperthyroidism,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.Y,,- - - - Other specified thyrotoxicosis,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A02.Z,,"- - - - Thyrotoxicosis, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03,,- - - Thyroiditis,category,1,False,True,05,browser,iCat,False,3,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.0,,- - - - Acute thyroiditis,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.1,,- - - - Subacute thyroiditis,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.2,,- - - - Autoimmune thyroiditis,category,2,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.20,,- - - - - Hashimoto thyroiditis,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.21,,- - - - - Painless thyroiditis,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.2Y,,- - - - - Other specified autoimmune thyroiditis,category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.Y,,- - - - Other specified thyroiditis,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A03.Z,,"- - - - Thyroiditis, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A04,,- - - Hypersecretion of calcitonin,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A05,,- - - Generalised resistance to thyroid hormone,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A06,,- - - Sick-euthyroid syndrome,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A0Y,,- - - Other specified disorders of the thyroid gland or thyroid hormones system,category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
5A0Z,,"- - - Disorders of the thyroid gland or thyroid hormones system, unspecified",category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A0,,,,
,BlockL2-5A1,- - Diabetes mellitus,block,2,False,True,05,browser,iCat,False,6,,BlockL1-5A0,,,,,
5A10,,- - - Type 1 diabetes mellitus,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A11,,- - - Type 2 diabetes mellitus,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A12,,- - - Malnutrition-related diabetes mellitus,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13,,"- - - Diabetes mellitus, other specified type",category,1,False,True,05,browser,iCat,False,8,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.0,,- - - - Diabetes mellitus due to genetic defects of beta cell function,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.1,,- - - - Diabetes mellitus due to genetic defects in insulin action,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.2,,- - - - Diabetes mellitus due to diseases of the exocrine pancreas,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.3,,- - - - Diabetes mellitus due to endocrinopathies,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.4,,- - - - Diabetes mellitus due to drug or chemical,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.5,,- - - - Diabetes mellitus due to uncommon forms of immune-mediated diabetes,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.6,,- - - - Diabetes mellitus due to other genetic syndromes,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.7,,- - - - Diabetes mellitus due to clinically defined subtypes or syndromes,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A13.Y,,- - - - Diabetes mellitus due to other specified cause,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
5A14,,"- - - Diabetes mellitus, type unspecified",category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A1,,,,
,BlockL3-5A2,- - - Acute complications of diabetes mellitus,block,3,False,True,05,browser,iCat,False,5,,BlockL1-5A0,BlockL2-5A1,,,,
5A20,,- - - - Diabetic hyperosmolar hyperglycaemic state,category,1,False,True,05,browser,iCat,False,2,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A20.0,,- - - - - Hyperosmolar hyperglycaemic state without coma,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A20.1,,- - - - - Hyperosmolar hyperglycaemic state with coma,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A20.Z,,"- - - - - Diabetic hyperosmolar hyperglycaemic state, unspecified",category,2,True,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A21,,- - - - Hypoglycaemia in the context of diabetes mellitus,category,1,False,True,05,browser,iCat,False,2,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A21.0,,- - - - - Hypoglycaemia in the context of diabetes mellitus without coma,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A21.1,,- - - - - Hypoglycaemia in the context of diabetes mellitus with coma,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A21.Z,,"- - - - - Hypoglycaemia in the context of diabetes, unspecified",category,2,True,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22,,- - - - Diabetic acidosis,category,1,False,True,05,browser,iCat,False,4,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22.0,,- - - - - Diabetic ketoacidosis without coma,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22.1,,- - - - - Diabetic lactic acidosis,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22.2,,- - - - - Diabetic metabolic acidosis,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22.3,,- - - - - Diabetic ketoacidosis with coma,category,2,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22.Y,,- - - - - Other specified diabetic acidosis,category,2,True,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A22.Z,,"- - - - - Diabetic acidosis, unspecified",category,2,True,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A23,,- - - - Diabetic coma,category,1,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A24,,- - - - Uncontrolled or unstable diabetes mellitus,category,1,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
5A2Y,,- - - - Other specified acute complications of diabetes mellitus,category,1,True,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A1,BlockL3-5A2,,,
,BlockL2-5A4,- - Other disorders of glucose regulation or pancreatic internal secretion,block,2,False,True,05,browser,iCat,False,6,,BlockL1-5A0,,,,,
5A40,,- - - Intermediate hyperglycaemia,category,1,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A4,,,,
5A40.0,,- - - - Impaired fasting glucose,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A40.1,,- - - - Impaired glucose tolerance,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A40.Y,,- - - - Other specified intermediate hyperglycaemia,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A40.Z,,"- - - - Intermediate hyperglycaemia, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A41,,- - - Hypoglycaemia without associated diabetes,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A42,,- - - Increased secretion of glucagon,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A43,,- - - Abnormal secretion of gastrin,category,1,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A4,,,,
5A43.0,,- - - - Drug-induced hypergastrinaemia,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A43.1,,- - - - Zollinger-Ellison syndrome,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A43.Y,,- - - - Other specified abnormal secretion of gastrin,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A43.Z,,"- - - - Abnormal secretion of gastrin, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A44,,- - - Insulin-resistance syndromes,category,1,False,True,05,browser,iCat,True,0,False,BlockL1-5A0,BlockL2-5A4,,,,
5A45,,- - - Persistent hyperinsulinaemic hypoglycaemia of infancy,category,1,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A4Y,,- - - Other specified disorders of glucose regulation or pancreatic internal secretion,category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
5A4Z,,"- - - Disorders of glucose regulation or pancreatic internal secretion, unspecified",category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A4,,,,
,BlockL2-5A5,- - Disorders of the parathyroids or parathyroid hormone system,block,2,False,True,05,browser,iCat,False,2,,BlockL1-5A0,,,,,
5A50,,- - - Hypoparathyroidism,category,1,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.0,,- - - - Hypoparathyroidism due to impaired parathyroid hormone secretion,category,2,False,True,05,browser,iCat,False,4,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.00,,- - - - - Idiopathic hypoparathyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.01,,- - - - - Secondary hypoparathyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.02,,- - - - - Hypoparathyroidism due to destruction of the parathyroid glands,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.03,,- - - - - Autoimmune hypoparathyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.0Y,,- - - - - Other specified hypoparathyroidism due to impaired parathyroid hormone secretion,category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.0Z,,"- - - - - Hypoparathyroidism due to impaired parathyroid hormone secretion, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.1,,- - - - Pseudohypoparathyroidism,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.Y,,- - - - Other specified hypoparathyroidism,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A50.Z,,"- - - - Hypoparathyroidism, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A51,,- - - Hyperparathyroidism,category,1,False,True,05,browser,iCat,False,3,True,BlockL1-5A0,BlockL2-5A5,,,,
5A51.0,,- - - - Primary hyperparathyroidism,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A51.1,,- - - - Secondary hyperparathyroidism,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A51.2,,- - - - Familial hypocalciuric hypercalcaemia,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A51.Y,,- - - - Other specified hyperparathyroidism,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A51.Z,,"- - - - Hyperparathyroidism, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A5Y,,- - - Other specified disorders of the parathyroids or parathyroid hormone system,category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
5A5Z,,"- - - Disorders of the parathyroids or parathyroid hormone system, unspecified",category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A5,,,,
,BlockL2-5A6,- - Disorders of the pituitary hormone system,block,2,False,True,05,browser,iCat,False,2,,BlockL1-5A0,,,,,
5A60,,- - - Hyperfunction of pituitary gland,category,1,False,True,05,browser,iCat,False,4,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.0,,- - - - Acromegaly or pituitary gigantism,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.1,,- - - - Hyperprolactinaemia,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.2,,- - - - Syndrome of inappropriate secretion of antidiuretic hormone,category,2,False,True,05,browser,iCat,False,1,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.20,,- - - - - Nephrogenic syndrome of inappropriate antidiuresis,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.2Y,,- - - - - Other specified syndrome of inappropriate secretion of antidiuretic hormone,category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.2Z,,"- - - - - Syndrome of inappropriate secretion of antidiuretic hormone, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.3,,- - - - Central precocious puberty,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.Y,,- - - - Other specified hyperfunction of pituitary gland,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A60.Z,,"- - - - Hyperfunction of pituitary gland, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61,,- - - Hypofunction or certain other specified disorders of pituitary gland,category,1,False,True,05,browser,iCat,False,7,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.0,,- - - - Hypopituitarism,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.1,,- - - - Adrenocorticotropic hormone deficiency,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.2,,- - - - Gonadotropin deficiency,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.3,,- - - - Growth hormone deficiency,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.4,,- - - - Thyroid stimulating hormone deficiency,category,2,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.40,,- - - - - Acquired central hypothyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.41,,- - - - - Congenital central hypothyroidism,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.4Y,,- - - - - Other specified thyroid stimulating hormone deficiency,category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.4Z,,"- - - - - Thyroid stimulating hormone deficiency, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.5,,- - - - Central diabetes insipidus,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.6,,- - - - Oxytocin deficiency,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A61.Y,,- - - - Other specified hypofunction or disorders of pituitary gland,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
5A6Z,,"- - - Disorders of the pituitary hormone system, unspecified",category,1,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A6,,,,
,BlockL2-5A7,- - Disorders of the adrenal glands or adrenal hormone system,block,2,False,True,05,browser,iCat,False,7,,BlockL1-5A0,,,,,
5A70,,- - - Cushing syndrome,category,1,False,True,05,browser,iCat,False,4,True,BlockL1-5A0,BlockL2-5A7,,,,
5A70.0,,- - - - Pituitary-dependent Cushing disease,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A70.1,,- - - - Ectopic ACTH syndrome,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A70.2,,- - - - Pseudo-Cushing syndrome,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A70.3,,- - - - Nelson syndrome,category,2,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A70.Y,,- - - - Other specified Cushing syndrome,category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A70.Z,,"- - - - Cushing syndrome, unspecified",category,2,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A71,,- - - Adrenogenital disorders,category,1,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A7,,,,
5A71.0,,"- - - - 46,XX disorders of sex development induced by androgens of fetal origin",category,2,False,True,05,browser,iCat,False,2,True,BlockL1-5A0,BlockL2-5A7,,,,
5A71.00,,- - - - - Glucocorticoid resistance,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A71.01,,- - - - - Congenital adrenal hyperplasia,category,3,False,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A71.0Y,,"- - - - - Other specified 46,XX disorders of sex development induced by androgens of fetal origin",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
5A71.0Z,,"- - - - - 46,XX disorders of sex development induced by androgens of fetal origin, unspecified",category,3,True,True,05,browser,iCat,True,0,True,BlockL1-5A0,BlockL2-5A7,,,,
